,outcomes_name,outcomes_description,outcomes_price,outcomes_point,timestamp,data.id,"data,.home_team",data.away_team,data.bookmakers.title,data.bookmakers.markets.key
2009,Under,Victor Wembanyama,163,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2010,Over,Luguentz Dort,-240,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2011,Under,Luguentz Dort,160,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2012,Over,Jalen Williams,195,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2013,Under,Jalen Williams,-335,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2014,Over,Shai Gilgeous-Alexander,160,34.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2015,Under,Shai Gilgeous-Alexander,-245,34.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2016,Over,Devin Vassell,170,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2017,Under,Devin Vassell,-275,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2018,Over,Chet Holmgren,-345,13.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2019,Under,Chet Holmgren,205,13.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2020,Over,Devin Vassell,-141,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2021,Under,Devin Vassell,106,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2022,Over,Luguentz Dort,175,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2023,Under,Luguentz Dort,-278,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2024,Over,Chet Holmgren,-167,15.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2025,Under,Chet Holmgren,120,15.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2026,Over,Tre Jones,-278,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2027,Under,Tre Jones,175,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2028,Over,Jalen Williams,-250,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2029,Under,Jalen Williams,165,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2030,Over,Devin Vassell,-250,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2031,Under,Devin Vassell,165,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2032,Over,Shai Gilgeous-Alexander,-245,28.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2033,Under,Shai Gilgeous-Alexander,160,28.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2034,Over,Jeremy Sochan,-190,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2035,Under,Jeremy Sochan,133,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2036,Over,Devin Vassell,138,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2037,Under,Devin Vassell,-200,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2038,Over,Victor Wembanyama,-345,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2039,Under,Victor Wembanyama,205,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2040,Over,Victor Wembanyama,205,26.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2041,Under,Victor Wembanyama,-345,26.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2042,Over,Chet Holmgren,135,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2043,Under,Chet Holmgren,-195,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2044,Over,Jalen Williams,-104,20.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2045,Under,Jalen Williams,-129,20.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2046,Over,Victor Wembanyama,-186,20.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2047,Under,Victor Wembanyama,130,20.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2048,Over,Josh Giddey,-180,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2049,Under,Josh Giddey,125,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2050,Over,Jalen Williams,155,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2051,Under,Jalen Williams,-235,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2052,Over,Shai Gilgeous-Alexander,195,35.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2053,Under,Shai Gilgeous-Alexander,-315,35.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2054,Over,Luguentz Dort,-152,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2055,Under,Luguentz Dort,112,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2056,Over,Devin Vassell,-360,16.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2057,Under,Devin Vassell,210,16.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,Unibet,player_points
2058,Over,Luguentz Dort,128,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2059,Under,Luguentz Dort,-182,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2060,Over,Chet Holmgren,-125,16.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2061,Under,Chet Holmgren,-107,16.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2062,Over,Jalen Williams,-136,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2063,Under,Jalen Williams,102,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2064,Over,Josh Giddey,118,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2065,Under,Josh Giddey,-162,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2066,Over,Shai Gilgeous-Alexander,130,33.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2067,Under,Shai Gilgeous-Alexander,-186,33.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2068,Over,Josh Giddey,-118,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2069,Under,Josh Giddey,-113,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2070,Over,Luguentz Dort,-108,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2071,Under,Luguentz Dort,-124,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2072,Over,Shai Gilgeous-Alexander,-114,31.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2073,Under,Shai Gilgeous-Alexander,-117,31.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2074,Over,Chet Holmgren,106,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2075,Under,Chet Holmgren,-141,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2076,Over,Victor Wembanyama,112,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2077,Under,Victor Wembanyama,-152,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2078,Over,Tre Jones,-117,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2079,Under,Tre Jones,-114,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2080,Over,Devin Vassell,-110,20.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2081,Under,Devin Vassell,-121,20.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2082,Over,Jeremy Sochan,195,13.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2083,Under,Jeremy Sochan,-335,13.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2084,Over,Jeremy Sochan,110,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2085,Under,Jeremy Sochan,-148,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2086,Over,Jeremy Sochan,-129,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2087,Under,Jeremy Sochan,-104,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2088,Over,Devin Vassell,114,21.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2089,Under,Devin Vassell,-155,21.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2090,Over,Victor Wembanyama,-113,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2091,Under,Victor Wembanyama,-118,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2092,Over,Devin Vassell,-190,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2093,Under,Devin Vassell,132,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2094,Over,Tre Jones,118,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2095,Under,Tre Jones,-165,10.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2096,Over,Tre Jones,-177,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2097,Under,Tre Jones,125,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2098,Over,Jeremy Sochan,145,12.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2099,Under,Jeremy Sochan,-220,12.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2100,Over,Victor Wembanyama,135,24.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2101,Under,Victor Wembanyama,-200,24.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2102,Over,Jalen Williams,-182,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2103,Under,Jalen Williams,128,18.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2104,Over,Shai Gilgeous-Alexander,-186,29.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2105,Under,Shai Gilgeous-Alexander,130,29.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2106,Over,Chet Holmgren,-240,14.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2107,Under,Chet Holmgren,155,14.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2108,Over,Jeremy Sochan,-305,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2109,Under,Jeremy Sochan,185,8.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2110,Over,Shai Gilgeous-Alexander,-335,27.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2111,Under,Shai Gilgeous-Alexander,200,27.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2112,Over,Shai Gilgeous-Alexander,108,32.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2113,Under,Shai Gilgeous-Alexander,-143,32.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2114,Over,Josh Giddey,160,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2115,Under,Josh Giddey,-245,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2116,Over,Victor Wembanyama,165,25.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2117,Under,Victor Wembanyama,-265,25.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2118,Over,Jalen Williams,123,21.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2119,Under,Jalen Williams,-175,21.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2120,Over,Shai Gilgeous-Alexander,-143,30.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2121,Under,Shai Gilgeous-Alexander,107,30.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2122,Over,Tre Jones,163,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2123,Under,Tre Jones,-250,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2124,Over,Chet Holmgren,170,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2125,Under,Chet Holmgren,-275,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2126,Over,Josh Giddey,-278,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2127,Under,Josh Giddey,175,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2128,Over,Victor Wembanyama,-141,21.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2129,Under,Victor Wembanyama,106,21.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2130,Over,Victor Wembanyama,-250,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2131,Under,Victor Wembanyama,163,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2132,Over,Luguentz Dort,-240,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2133,Under,Luguentz Dort,160,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2134,Over,Jalen Williams,195,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2135,Under,Jalen Williams,-335,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2136,Over,Shai Gilgeous-Alexander,160,34.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2137,Under,Shai Gilgeous-Alexander,-245,34.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2138,Over,Devin Vassell,170,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2139,Under,Devin Vassell,-275,23.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2140,Over,Chet Holmgren,-345,13.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2141,Under,Chet Holmgren,205,13.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2142,Over,Devin Vassell,-141,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2143,Under,Devin Vassell,106,19.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2144,Over,Luguentz Dort,175,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2145,Under,Luguentz Dort,-278,11.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2146,Over,Chet Holmgren,-167,15.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2147,Under,Chet Holmgren,120,15.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2148,Over,Tre Jones,-278,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2149,Under,Tre Jones,175,7.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2150,Over,Jalen Williams,-250,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2151,Under,Jalen Williams,165,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2152,Over,Devin Vassell,-250,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2153,Under,Devin Vassell,165,17.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2154,Over,Shai Gilgeous-Alexander,-245,28.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2155,Under,Shai Gilgeous-Alexander,160,28.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2156,Over,Jeremy Sochan,-190,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2157,Under,Jeremy Sochan,133,9.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
2158,Over,Devin Vassell,138,22.5,2024-03-01T01:35:39Z,ab53164c0ecff645afc12ff93ec8cb7c,San Antonio Spurs,Oklahoma City Thunder,BetRivers,player_points
