,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Anthony Edwards,-115,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
1,Under,Anthony Edwards,-115,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
2,Over,Bradley Beal,105,17.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
3,Under,Bradley Beal,-135,17.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
4,Over,Devin Booker,-120,24.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
5,Under,Devin Booker,-110,24.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
6,Over,Grayson Allen,-115,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
7,Under,Grayson Allen,-115,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
8,Over,Jaden McDaniels,-115,9.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
9,Under,Jaden McDaniels,-115,9.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
10,Over,Jusuf Nurkic,-110,8.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
11,Under,Jusuf Nurkic,-120,8.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
12,Over,Karl-Anthony Towns,-105,18.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
13,Under,Karl-Anthony Towns,-125,18.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
14,Over,Kevin Durant,-130,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
15,Under,Kevin Durant,100,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
16,Over,Mike Conley,-120,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
17,Under,Mike Conley,-110,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
18,Over,Naz Reid,-125,10.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
19,Under,Naz Reid,-105,10.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
20,Over,Nickeil Alexander-Walker,-115,7.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
21,Under,Nickeil Alexander-Walker,-115,7.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
22,Over,Rudy Gobert,-130,13.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
23,Under,Rudy Gobert,100,13.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,draftkings,DraftKings,,player_points,2024-04-23T18:59:04Z
24,Over,Kevin Durant,-118,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
25,Under,Kevin Durant,-104,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
26,Over,Jusuf Nurkic,-106,8.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
27,Under,Jusuf Nurkic,-114,8.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
28,Over,Anthony Edwards,-114,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
29,Under,Anthony Edwards,-106,25.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
30,Over,Mike Conley,-112,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
31,Under,Mike Conley,-108,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
32,Over,Grayson Allen,-120,11.5,93d9f32a06557b208ffa2ccf0646a49b,basketball_nba,NBA,2024-04-23T23:30:00Z,Minnesota Timberwolves,Phoenix Suns,fanduel,FanDuel,,player_points,2024-04-23T19:00:02Z
