,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Chimezie Metu,-120,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
1,Under,Chimezie Metu,-110,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
2,Over,C.J. McCollum,-105,20.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
3,Under,C.J. McCollum,-125,20.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
4,Over,Evan Fournier,-110,12.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
5,Under,Evan Fournier,-120,12.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
6,Over,Herb Jones,-130,11.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
7,Under,Herb Jones,100,11.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
8,Over,Jaden Ivey,-120,19.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
9,Under,Jaden Ivey,-110,19.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
10,Over,James Wiseman,-130,13.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
11,Under,James Wiseman,100,13.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
12,Over,Jonas Valanciunas,-120,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
13,Under,Jonas Valanciunas,-110,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
14,Over,Jose Alvarado,-105,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
15,Under,Jose Alvarado,-125,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
16,Over,Marcus Sasser,-120,13.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
17,Under,Marcus Sasser,-110,13.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
18,Over,Naji Marshall,100,9.5,0bef0c17516e00a260d74771bf62df44,basketball_nba,NBA,2024-03-24T19:00:00Z,Detroit Pistons,New Orleans Pelicans,draftkings,DraftKings,,player_points,2024-03-24T18:59:02Z
