,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Amir Coffey,-125,12.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
1,Under,Amir Coffey,-105,12.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
2,Over,Bobby Portis,-110,17.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
3,Under,Bobby Portis,-120,17.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
4,Over,Brook Lopez,-105,7.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
5,Under,Brook Lopez,-125,7.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
6,Over,Damian Lillard,-120,22.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
7,Under,Damian Lillard,-110,22.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
8,Over,Giannis Antetokounmpo,-115,31.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
9,Under,Giannis Antetokounmpo,-115,31.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
10,Over,James Harden,100,20.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
11,Under,James Harden,-135,20.5,b897de99eed5e829d52d93a078ce4db4,basketball_nba,NBA,2024-03-10T19:10:00Z,Los Angeles Clippers,Milwaukee Bucks,draftkings,DraftKings,,player_points,2024-03-10T20:38:08Z
