,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Anthony Edwards,-105,28.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
1,Under,Anthony Edwards,-115,28.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
2,Over,Daniel Gafford,110,8.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
3,Under,Daniel Gafford,-130,8.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
4,Over,Dereck Lively II,100,7.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
5,Under,Dereck Lively II,-120,7.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
6,Over,Derrick Jones,-120,8.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
7,Under,Derrick Jones,100,8.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
8,Over,Jaden McDaniels,-122,10.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
9,Under,Jaden McDaniels,102,10.5,e94f506cd7d5d0925581597c6f204f66,basketball_nba,NBA,2024-05-23T00:35:00Z,Minnesota Timberwolves,Dallas Mavericks,draftkings,DraftKings,,player_points,2024-05-22T13:59:29Z
