,outcomes_name,outcomes_description,outcomes_price,outcomes_point,id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers.key,bookmakers.title,bookmakers.last_update,bookmakers.markets.key,bookmakers.markets.last_update
0,Over,Cam Thomas,-110,18.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
1,Under,Cam Thomas,-120,18.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
2,Over,Cole Anthony,-105,9.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
3,Under,Cole Anthony,-125,9.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
4,Over,Dennis Schroder,-115,13.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
5,Under,Dennis Schroder,-115,13.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
6,Over,Dorian Finney-Smith,105,8.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
7,Under,Dorian Finney-Smith,-135,8.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
8,Over,Franz Wagner,-120,18.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
9,Under,Franz Wagner,-110,18.5,9df8eb9f397a4da83853b43b01d2181c,basketball_nba,NBA,2024-03-13T23:10:00Z,Orlando Magic,Brooklyn Nets,draftkings,DraftKings,,player_points,2024-03-13T18:58:54Z
